Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Is_laundering,Laundering_type,DateTime,HourOfDay,DayOfWeek,TimeSinceLastTx,RollingSum_Amount_5,PayType_ACH,PayType_Cash Deposit,PayType_Cash Withdrawal,PayType_Cheque,PayType_Credit card,PayType_Cross-border,PayType_Debit card,IsInternational,Repeat_Tx_Count_Sender_Receiver,Sender_account_encoded,Receiver_account_encoded,Sender_bank_location_encoded,Receiver_bank_location_encoded,Transaction_Frequency,Amount_Mean,Time_Diff,Sender_In_Degree,Sender_Out_Degree,Sender_PageRank,Unique_Receivers,Transaction_ID
21:08:18,2022-12-28,31650294,9592934732,2246.05,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-12-28 21:08:18,21,2,0.0,2246.05,False,False,False,False,False,False,True,0,1,118,30318,16,16,3,6713.0,0.0,0,3,2.1221511298443555e-05,3,TXN14147
00:44:58,2023-01-12,31650294,2659947281,4481.8,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-12 00:44:58,0,3,1222600.0,6727.85,False,False,False,True,False,False,False,0,1,118,8305,16,16,3,6713.0,1222600.0,0,3,2.1221511298443555e-05,3,TXN6343
17:52:40,2023-02-02,31650294,3460852899,13411.15,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-02-02 17:52:40,17,3,1876062.0,20139.0,False,False,False,True,False,False,False,0,1,118,10866,16,16,3,6713.0,1876062.0,0,3,2.1221511298443555e-05,3,TXN1533
20:37:35,2023-05-15,32788650,6718213461,1302.08,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-15 20:37:35,20,0,0.0,1302.08,True,False,False,False,False,False,False,0,1,122,21258,16,16,1,1302.08,0.0,0,1,2.1221511298443555e-05,1,TXN15026
21:16:24,2022-11-28,33164808,3767506379,5578.17,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-11-28 21:16:24,21,0,0.0,5578.17,False,False,False,False,True,False,False,0,1,125,11842,16,16,1,5578.17,0.0,0,1,2.1221511298443555e-05,1,TXN11055
15:18:53,2023-05-07,33382572,8929293835,1590.93,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-07 15:18:53,15,6,0.0,1590.93,False,False,False,True,False,False,False,0,1,126,28256,16,16,4,3960.67,0.0,0,4,2.1221511298443555e-05,4,TXN15823
13:34:30,2023-06-15,33382572,659192647,5700.58,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-06-15 13:34:30,13,3,3363337.0,7291.51,False,False,False,False,False,False,True,0,1,126,2089,16,16,4,3960.67,3363337.0,0,4,2.1221511298443555e-05,4,TXN1546
19:21:40,2023-06-17,33382572,7306110946,599.23,UK pounds,Moroccan dirham,UK,UK,0,Normal_Small_Fan_Out,2023-06-17 19:21:40,19,5,193630.0,7890.74,False,False,False,False,False,False,True,0,1,126,23069,16,16,4,3960.67,193630.0,0,4,2.1221511298443555e-05,4,TXN16633
14:51:59,2023-08-01,33382572,5890799242,7951.94,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-01 14:51:59,14,1,3871819.0,15842.68,False,False,False,True,False,False,False,0,1,126,18656,16,16,4,3960.67,3871819.0,0,4,2.1221511298443555e-05,4,TXN3036
11:01:22,2023-01-21,33778106,6567473502,6046.01,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-01-21 11:01:22,11,5,0.0,6046.01,False,False,False,False,True,False,False,0,1,127,20743,16,16,1,6046.01,0.0,0,1,2.1221511298443555e-05,1,TXN5178
09:43:22,2022-10-28,33820919,2485975125,10820.98,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-10-28 09:43:22,9,4,0.0,10820.98,False,False,False,False,True,False,False,0,1,128,7738,16,16,2,15141.115,0.0,0,2,2.1221511298443555e-05,2,TXN19613
19:09:54,2023-04-20,33820919,932918556,19461.25,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-04-20 19:09:54,19,3,15067592.0,30282.23,False,False,False,True,False,False,False,0,1,128,2903,16,16,2,15141.115,15067592.0,0,2,2.1221511298443555e-05,2,TXN15046
10:25:45,2023-03-16,34030757,3808565369,6229.02,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-03-16 10:25:45,10,3,0.0,6229.02,False,False,False,False,True,False,False,0,1,130,11981,16,16,2,13525.695,0.0,0,2,2.1221511298443555e-05,2,TXN10393
22:43:18,2023-03-16,34030757,3008321695,20822.37,UK pounds,Yen,UK,Japan,0,Normal_Fan_Out,2023-03-16 22:43:18,22,3,44253.0,27051.39,False,False,False,False,False,True,False,1,1,130,9418,16,6,2,13525.695,44253.0,0,2,2.1221511298443555e-05,2,TXN9812
20:40:18,2022-10-24,34088849,4238581262,2774.92,Indian rupee,UK pounds,UK,UK,1,Fan_In,2022-10-24 20:40:18,20,0,0.0,2774.92,True,False,False,False,False,False,False,0,1,131,13354,16,16,1,2774.92,0.0,0,1,2.1221511298443555e-05,1,TXN17604
14:44:56,2023-06-26,34511391,2494378514,6071.02,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-06-26 14:44:56,14,0,0.0,6071.02,True,False,False,False,False,False,False,0,1,132,7768,16,16,1,6071.02,0.0,0,1,2.1221511298443555e-05,1,TXN3959
16:32:39,2023-05-20,34725151,9254819685,2395.45,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-20 16:32:39,16,5,0.0,2395.45,False,False,False,False,True,False,False,0,1,135,29277,16,16,1,2395.45,0.0,0,1,2.1221511298443555e-05,1,TXN10149
08:12:50,2023-06-20,35157001,1870767889,16159.2,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-06-20 08:12:50,8,1,0.0,16159.2,True,False,False,False,False,False,False,0,1,136,5784,16,16,1,16159.2,0.0,0,1,2.1221511298443555e-05,1,TXN12203
09:19:09,2023-02-28,35205853,4183388700,111.56,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Deposits,2023-02-28 09:19:09,9,1,0.0,111.56,False,True,False,False,False,False,False,0,1,137,13180,16,16,1,111.56,0.0,0,1,2.1221511298443555e-05,1,TXN19522
19:07:54,2023-01-02,35744338,908201636,14793.48,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-01-02 19:07:54,19,0,0.0,14793.48,False,False,False,True,False,False,False,0,1,140,2830,16,16,3,18898.36,0.0,0,3,2.1221511298443555e-05,3,TXN19208
10:29:09,2023-02-19,35744338,2819729987,25183.2,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-02-19 10:29:09,10,6,4116075.0,39976.68,False,False,False,False,False,False,True,0,1,140,8833,16,16,3,18898.36,4116075.0,0,3,2.1221511298443555e-05,3,TXN9087
12:14:23,2023-03-24,35744338,6414120062,16718.4,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-24 12:14:23,12,4,2857514.0,56695.08,False,False,False,False,False,False,True,0,1,140,20255,16,16,3,18898.36,2857514.0,0,3,2.1221511298443555e-05,3,TXN5957
06:55:03,2022-11-23,35950061,1441168966,403.41,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-23 06:55:03,6,2,0.0,403.41,True,False,False,False,False,False,False,0,1,141,4459,16,16,2,10559.54,0.0,0,2,2.1221511298443555e-05,2,TXN3729
17:18:24,2023-03-21,35950061,7507371595,20715.67,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-03-21 17:18:24,17,1,10232601.0,21119.08,True,False,False,False,False,False,False,0,1,141,23699,16,16,2,10559.54,10232601.0,0,2,2.1221511298443555e-05,2,TXN911
12:49:34,2022-11-13,36791025,9809272021,29197.23,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-13 12:49:34,12,6,0.0,29197.23,False,False,False,False,False,False,True,0,1,145,31013,16,16,4,7614.6675,0.0,0,3,2.1221511298443555e-05,3,TXN19960
13:08:53,2022-11-13,36791025,9774352801,480.9,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-13 13:08:53,13,6,1159.0,29678.13,False,False,False,False,False,False,True,0,1,145,30913,16,16,4,7614.6675,1159.0,0,3,2.1221511298443555e-05,3,TXN14432
01:30:44,2023-05-01,36791025,8085879379,504.23,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-01 01:30:44,1,0,14559711.0,30182.36,False,False,False,False,False,False,True,0,1,145,25527,16,16,4,7614.6675,14559711.0,0,3,2.1221511298443555e-05,3,TXN2326
21:24:52,2023-07-16,36791025,9774352801,276.31,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-07-16 21:24:52,21,6,6638048.0,30458.67,False,False,False,False,False,False,True,0,2,145,30913,16,16,4,7614.6675,6638048.0,0,3,2.1221511298443555e-05,3,TXN17056
13:15:51,2023-03-19,36982718,8950066557,1540.22,UK pounds,Mexican Peso,UK,Mexico,0,Normal_Small_Fan_Out,2023-03-19 13:15:51,13,6,0.0,1540.22,False,False,False,False,False,True,False,1,1,146,28322,16,7,1,1540.22,0.0,0,1,2.1221511298443555e-05,1,TXN12565
16:00:22,2022-12-07,37657212,8481302469,20372.93,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-12-07 16:00:22,16,2,0.0,20372.93,False,False,False,False,True,False,False,0,1,147,26832,16,16,1,20372.93,0.0,0,1,2.1221511298443555e-05,1,TXN16438
11:36:34,2023-04-29,38988477,2973598259,10248.58,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-04-29 11:36:34,11,5,0.0,10248.58,False,False,False,True,False,False,False,0,1,149,9331,16,16,1,10248.58,0.0,0,1,2.1221511298443555e-05,1,TXN577
18:08:13,2022-11-05,39126008,7856495745,5953.29,UK pounds,Euro,UK,Spain,0,Normal_Fan_Out,2022-11-05 18:08:13,18,5,0.0,5953.29,False,False,False,False,False,True,False,1,1,151,24827,16,12,2,5766.34,0.0,0,2,2.1221511298443555e-05,2,TXN13591
08:31:07,2023-03-27,39126008,3889506432,5579.39,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-27 08:31:07,8,0,12234174.0,11532.68,False,False,False,False,False,False,True,0,1,151,12239,16,16,2,5766.34,12234174.0,0,2,2.1221511298443555e-05,2,TXN17760
23:13:32,2023-04-08,39345393,6355797141,8982.78,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-04-08 23:13:32,23,5,0.0,8982.78,True,False,False,False,False,False,False,0,1,152,20085,16,16,2,4521.1900000000005,0.0,0,2,2.1221511298443555e-05,2,TXN1377
20:57:09,2023-06-01,39345393,7554062941,59.6,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-06-01 20:57:09,20,3,4657417.0,9042.38,True,False,False,False,False,False,False,0,1,152,23860,16,16,2,4521.1900000000005,4657417.0,0,2,2.1221511298443555e-05,2,TXN19980
22:26:17,2023-03-01,40235155,9416949366,1269.23,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-03-01 22:26:17,22,2,0.0,1269.23,False,False,False,False,False,False,True,0,1,155,29788,16,16,1,1269.23,0.0,0,1,2.1221511298443555e-05,1,TXN19866
00:56:54,2023-05-15,40439686,79339190,7845.98,UK pounds,UK pounds,UK,UK,0,Normal_Periodical,2023-05-15 00:56:54,0,0,0.0,7845.98,False,False,False,True,False,False,False,0,1,158,269,16,16,1,7845.98,0.0,0,1,2.1221511298443555e-05,1,TXN16104
12:02:34,2023-08-16,40660973,6765997435,10316.89,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-16 12:02:34,12,2,0.0,10316.89,False,False,False,False,True,False,False,0,1,159,21406,16,16,1,10316.89,0.0,0,1,2.1221511298443555e-05,1,TXN6407
13:42:20,2023-06-22,40702804,7377334904,7660.23,Pakistani rupee,UK pounds,UK,UK,0,Normal_Fan_In,2023-06-22 13:42:20,13,3,0.0,7660.23,True,False,False,False,False,False,False,0,1,160,23287,16,16,1,7660.23,0.0,0,1,2.1221511298443555e-05,1,TXN5175
23:47:00,2022-12-26,40801917,9023994772,15852.99,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-12-26 23:47:00,23,0,0.0,15852.99,False,False,False,False,True,False,False,0,1,161,28541,16,16,1,15852.99,0.0,0,1,2.1221511298443555e-05,1,TXN8977
14:31:00,2023-04-01,42760832,4875116526,5919.92,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-04-01 14:31:00,14,5,0.0,5919.92,True,False,False,False,False,False,False,0,1,162,15406,16,16,1,5919.92,0.0,0,1,2.1221511298443555e-05,1,TXN12195
14:13:52,2023-01-26,44700745,7033025396,7237.11,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-26 14:13:52,14,3,0.0,7237.11,False,False,False,True,False,False,False,0,1,164,22232,16,16,3,21952.25,0.0,1,3,3.927316638077312e-05,3,TXN3084
15:08:21,2023-01-26,44700745,6300324926,4559.11,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-26 15:08:21,15,3,3269.0,11796.22,False,False,False,False,False,False,True,0,1,164,19907,16,16,3,21952.25,3269.0,1,3,3.927316638077312e-05,3,TXN2096
16:46:16,2023-02-01,44700745,4143849271,54060.53,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-02-01 16:46:16,16,2,524275.0,65856.75,True,False,False,False,False,False,False,0,1,164,13043,16,16,3,21952.25,524275.0,1,3,3.927316638077312e-05,3,TXN59
15:33:41,2023-01-18,45497270,4182319744,2064.05,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-01-18 15:33:41,15,2,0.0,2064.05,False,False,False,False,True,False,False,0,1,165,13177,16,16,2,3686.775,0.0,1,2,3.927316638077312e-05,2,TXN2859
12:43:42,2023-08-07,45497270,756138553,5309.5,UK pounds,US dollar,UK,USA,0,Normal_Small_Fan_Out,2023-08-07 12:43:42,12,0,17356201.0,7373.55,False,False,False,False,False,True,False,1,1,165,2395,16,17,2,3686.775,17356201.0,1,2,3.927316638077312e-05,2,TXN13411
20:52:36,2022-11-19,45683332,1593104436,1574.94,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-19 20:52:36,20,5,0.0,1574.94,False,False,False,False,False,False,True,0,1,166,4947,16,16,1,1574.94,0.0,1,1,3.927316638077312e-05,1,TXN13525
22:35:29,2023-08-17,45840740,7751749672,5877.52,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-08-17 22:35:29,22,3,0.0,5877.52,False,False,False,False,False,False,True,0,1,167,24478,16,16,1,5877.52,0.0,0,1,2.1221511298443555e-05,1,TXN10534
11:47:02,2023-03-18,45961652,3880713134,1165.46,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-18 11:47:02,11,5,0.0,1165.46,False,False,False,False,False,False,True,0,1,168,12205,16,16,2,1193.405,0.0,2,2,5.732482146310268e-05,2,TXN12805
10:55:23,2023-08-08,45961652,1375529907,1221.35,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-08 10:55:23,10,1,12352101.0,2386.81,True,False,False,False,False,False,False,0,1,168,4254,16,16,2,1193.405,12352101.0,2,2,5.732482146310268e-05,2,TXN16613
14:24:08,2023-03-29,46894169,7186683725,1559.9,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-29 14:24:08,14,2,0.0,1559.9,True,False,False,False,False,False,False,0,1,170,22709,16,16,1,1559.9,0.0,0,1,2.1221511298443555e-05,1,TXN661
22:07:59,2022-11-07,47426338,8661730070,593.88,UK pounds,Swiss franc,UK,Switzerland,0,Normal_Small_Fan_Out,2022-11-07 22:07:59,22,0,0.0,593.88,False,False,False,False,False,True,False,1,1,172,27406,16,13,1,593.88,0.0,0,1,2.1221511298443555e-05,1,TXN13626
08:13:40,2022-10-15,48994452,8047518157,6694.31,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-10-15 08:13:40,8,5,0.0,6694.31,True,False,False,False,False,False,False,0,1,175,25403,16,16,1,6694.31,0.0,0,1,2.1221511298443555e-05,1,TXN15600
15:15:35,2023-04-08,50536287,1296895740,506.6,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-04-08 15:15:35,15,5,0.0,506.6,False,False,False,False,True,False,False,0,1,176,4005,16,16,2,962.495,0.0,1,2,3.927316638077312e-05,2,TXN477
11:33:02,2023-05-01,50536287,1594949314,1418.39,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-05-01 11:33:02,11,0,1973847.0,1924.99,False,False,False,True,False,False,False,0,1,176,4954,16,16,2,962.495,1973847.0,1,2,3.927316638077312e-05,2,TXN15675
10:40:59,2022-11-04,51578898,1607599740,6902.64,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-11-04 10:40:59,10,4,0.0,6902.64,False,False,False,False,False,False,True,0,1,179,4997,16,16,1,6902.64,0.0,1,1,3.927316638077312e-05,1,TXN7467
14:39:14,2023-06-20,52431743,7132814411,1397.51,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-06-20 14:39:14,14,1,0.0,1397.51,False,False,False,False,False,False,True,0,1,183,22534,16,16,1,1397.51,0.0,0,1,2.1221511298443555e-05,1,TXN11908
20:09:24,2023-05-23,53014040,8519107994,12804.47,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-05-23 20:09:24,20,1,0.0,12804.47,False,False,False,False,True,False,False,0,1,185,26938,16,16,1,12804.47,0.0,0,1,2.1221511298443555e-05,1,TXN13620
14:49:03,2023-03-02,53523648,4418870109,1274.15,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-03-02 14:49:03,14,3,0.0,1274.15,False,False,False,False,False,False,True,0,1,187,13952,16,16,1,1274.15,0.0,0,1,2.1221511298443555e-05,1,TXN7533
16:10:24,2023-05-10,54360555,7604535162,172.51,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-10 16:10:24,16,2,0.0,172.51,False,False,False,False,False,False,True,0,1,188,24017,16,16,1,172.51,0.0,0,1,2.1221511298443555e-05,1,TXN10118
01:55:10,2023-01-19,54596537,4036384813,10831.27,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-19 01:55:10,1,3,0.0,10831.27,False,False,False,False,True,False,False,0,1,189,12686,16,16,1,10831.27,0.0,0,1,2.1221511298443555e-05,1,TXN17123
21:10:52,2023-01-01,56780879,3180938651,11103.71,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-01-01 21:10:52,21,6,0.0,11103.71,False,False,False,True,False,False,False,0,1,191,9956,16,16,1,11103.71,0.0,0,1,2.1221511298443555e-05,1,TXN7115
18:54:35,2022-11-29,57394001,550318724,4683.11,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-11-29 18:54:35,18,1,0.0,4683.11,False,False,False,False,False,False,True,0,1,193,1767,16,16,1,4683.11,0.0,0,1,2.1221511298443555e-05,1,TXN14894
20:42:09,2022-11-15,58682456,3815671175,14272.06,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-15 20:42:09,20,1,0.0,14272.06,False,False,False,False,True,False,False,0,1,195,12004,16,16,4,12905.69,0.0,1,4,3.927316638077312e-05,4,TXN2090
14:19:03,2022-12-30,58682456,804414910,19253.74,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-12-30 14:19:03,14,4,3865014.0,33525.8,False,False,False,False,False,False,True,0,1,195,2546,16,16,4,12905.69,3865014.0,1,4,3.927316638077312e-05,4,TXN10785
14:41:22,2022-12-30,58682456,6872754167,5374.97,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-12-30 14:41:22,14,4,1339.0,38900.77,True,False,False,False,False,False,False,0,1,195,21752,16,16,4,12905.69,1339.0,1,4,3.927316638077312e-05,4,TXN13778
16:52:28,2023-08-14,58682456,4529293174,12721.99,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-14 16:52:28,16,0,19620666.0,51622.76,False,False,False,False,True,False,False,0,1,195,14335,16,16,4,12905.69,19620666.0,1,4,3.927316638077312e-05,4,TXN10433
14:24:08,2022-12-14,59113258,8081405913,7241.87,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-12-14 14:24:08,14,2,0.0,7241.87,True,False,False,False,False,False,False,0,1,196,25513,16,16,1,7241.87,0.0,0,1,2.1221511298443555e-05,1,TXN6683
10:45:23,2023-02-21,59381716,2823241553,5349.76,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-02-21 10:45:23,10,1,0.0,5349.76,False,False,False,False,True,False,False,0,1,197,8848,16,16,1,5349.76,0.0,0,1,2.1221511298443555e-05,1,TXN1141
10:42:45,2023-06-28,59629471,6359287288,16198.25,UK pounds,UK pounds,UK,UK,0,Normal_Plus_Mutual,2023-06-28 10:42:45,10,2,0.0,16198.25,False,False,False,False,False,False,True,0,1,199,20102,16,16,1,16198.25,0.0,0,1,2.1221511298443555e-05,1,TXN10765
05:36:04,2022-10-28,59951361,5810288192,123.25,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Withdrawal,2022-10-28 05:36:04,5,4,0.0,123.25,False,False,True,False,False,False,False,0,1,201,18389,16,16,1,123.25,0.0,1,1,3.927316638077312e-05,1,TXN14446
22:40:22,2023-01-27,60270891,583730180,9583.94,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-27 22:40:22,22,4,0.0,9583.94,False,False,False,False,False,False,True,0,1,203,1867,16,16,1,9583.94,0.0,0,1,2.1221511298443555e-05,1,TXN18246
13:12:57,2022-12-06,60448067,383489048,13060.33,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-12-06 13:12:57,13,1,0.0,13060.33,False,False,False,False,True,False,False,0,1,204,1245,16,16,1,13060.33,0.0,0,1,2.1221511298443555e-05,1,TXN358
02:17:59,2023-03-28,60718926,7945502417,108566.51,UK pounds,UK pounds,UK,UK,0,Normal_Plus_Mutual,2023-03-28 02:17:59,2,1,0.0,108566.51,False,False,False,True,False,False,False,0,1,207,25090,16,16,1,108566.51,0.0,0,1,2.1221511298443555e-05,1,TXN6486
23:55:25,2023-03-20,61038622,8723622219,3233.56,Swiss franc,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-20 23:55:25,23,0,0.0,3233.56,True,False,False,False,False,False,False,0,1,209,27594,16,16,1,3233.56,0.0,0,1,2.1221511298443555e-05,1,TXN1762
23:54:06,2022-10-24,63222128,3285500143,7667.71,Swiss franc,UK pounds,Switzerland,UK,0,Normal_Fan_Out,2022-10-24 23:54:06,23,0,0.0,7667.71,False,False,False,False,False,True,False,1,1,214,10269,13,16,2,4483.505,0.0,0,2,2.1221511298443555e-05,2,TXN14589
19:25:40,2023-03-17,63222128,5106931394,1299.3,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-03-17 19:25:40,19,4,12425494.0,8967.01,True,False,False,False,False,False,False,0,1,214,16174,16,16,2,4483.505,12425494.0,0,2,2.1221511298443555e-05,2,TXN6768
10:59:50,2023-04-11,63434501,2972735542,1541.19,UK pounds,Euro,UK,Germany,0,Normal_Small_Fan_Out,2023-04-11 10:59:50,10,1,0.0,1541.19,False,False,False,False,False,True,False,1,1,215,9326,16,3,1,1541.19,0.0,0,1,2.1221511298443555e-05,1,TXN6370
20:51:54,2023-05-06,64671156,6951224144,8022.52,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-05-06 20:51:54,20,5,0.0,8022.52,False,False,False,False,True,False,False,0,1,219,21991,16,16,1,8022.52,0.0,0,1,2.1221511298443555e-05,1,TXN16391
12:54:18,2022-12-01,65377125,9500757189,180.64,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Withdrawal,2022-12-01 12:54:18,12,3,0.0,180.64,False,False,True,False,False,False,False,0,1,221,30041,16,16,3,8894.390000000001,0.0,0,3,2.1221511298443555e-05,3,TXN4870
10:53:03,2022-12-12,65377125,8187290615,908.51,Naira,UK pounds,Nigeria,UK,0,Normal_Small_Fan_Out,2022-12-12 10:53:03,10,0,943125.0,1089.15,False,False,False,False,False,True,False,1,1,221,25878,10,16,3,8894.390000000001,943125.0,0,3,2.1221511298443555e-05,3,TXN13554
11:57:17,2023-08-22,65377125,3740705404,25594.02,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-08-22 11:57:17,11,1,21863054.0,26683.17,True,False,False,False,False,False,False,0,1,221,11737,16,16,3,8894.390000000001,21863054.0,0,3,2.1221511298443555e-05,3,TXN6253
09:05:40,2023-04-30,67201501,8911603106,1565.66,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-04-30 09:05:40,9,6,0.0,1565.66,False,False,False,False,False,False,True,0,1,224,28187,16,16,1,1565.66,0.0,0,1,2.1221511298443555e-05,1,TXN4565
10:52:49,2023-08-08,67303324,2951661410,5721.76,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-08 10:52:49,10,1,0.0,5721.76,False,False,False,False,False,False,True,0,1,225,9259,16,16,1,5721.76,0.0,0,1,2.1221511298443555e-05,1,TXN8288
20:06:42,2023-03-31,67798342,9908914993,7873.94,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-03-31 20:06:42,20,4,0.0,7873.94,True,False,False,False,False,False,False,0,1,227,31335,16,16,1,7873.94,0.0,0,1,2.1221511298443555e-05,1,TXN3604
18:55:47,2023-02-10,67817483,3498375708,18664.2,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-02-10 18:55:47,18,4,0.0,18664.2,False,False,False,False,False,False,True,0,1,228,10986,16,16,1,18664.2,0.0,2,1,5.732482146310268e-05,1,TXN5635
11:57:12,2022-12-11,68620650,1313380844,5861.28,UK pounds,Euro,UK,Italy,0,Normal_Fan_Out,2022-12-11 11:57:12,11,6,0.0,5861.28,False,False,False,False,False,True,False,1,1,230,4057,16,5,2,3327.58,0.0,0,2,2.1221511298443555e-05,2,TXN12377
17:24:45,2023-02-09,68620650,5763875085,793.88,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-02-09 17:24:45,17,3,5203653.0,6655.16,False,False,False,False,True,False,False,0,1,230,18253,16,16,2,3327.58,5203653.0,0,2,2.1221511298443555e-05,2,TXN2052
03:34:40,2022-12-20,68853622,8488710380,17999.84,Pakistani rupee,Naira,Pakistan,Nigeria,0,Normal_Fan_Out,2022-12-20 03:34:40,3,1,0.0,17999.84,False,False,False,False,False,True,False,1,1,232,26855,11,10,2,10706.685,0.0,1,2,3.927316638077312e-05,2,TXN2893
14:16:07,2023-05-14,68853622,8423790758,3413.53,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-14 14:16:07,14,6,12566487.0,21413.37,False,False,False,False,True,False,False,0,1,232,26643,16,16,2,10706.685,12566487.0,1,2,3.927316638077312e-05,2,TXN1484
10:32:18,2022-12-25,69740648,251328434,3274.3,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-12-25 10:32:18,10,6,0.0,3274.3,False,False,False,True,False,False,False,0,1,234,808,16,16,2,1846.72,0.0,1,2,3.927316638077312e-05,2,TXN15689
08:16:53,2023-02-27,69740648,2652583087,419.14,UK pounds,Euro,UK,Germany,0,Normal_Small_Fan_Out,2023-02-27 08:16:53,8,0,5521475.0,3693.44,False,False,False,False,False,True,False,1,1,234,8289,16,3,2,1846.72,5521475.0,1,2,3.927316638077312e-05,2,TXN9776
